sim_time,uncertainty_pct,num_links,mean_degree,lambda_2_fiedler,ew_active,d0_x,d0_y,d0_z,d0_vx,d0_vy,d0_vz,d0_speed,d0_qw,d0_qx,d0_qy,d0_qz,d0_thrust_N,d0_soc_pct,d0_pos_err,d0_role,d1_x,d1_y,d1_z,d1_vx,d1_vy,d1_vz,d1_speed,d1_qw,d1_qx,d1_qy,d1_qz,d1_thrust_N,d1_soc_pct,d1_pos_err,d1_role,d2_x,d2_y,d2_z,d2_vx,d2_vy,d2_vz,d2_speed,d2_qw,d2_qx,d2_qy,d2_qz,d2_thrust_N,d2_soc_pct,d2_pos_err,d2_role,d3_x,d3_y,d3_z,d3_vx,d3_vy,d3_vz,d3_speed,d3_qw,d3_qx,d3_qy,d3_qz,d3_thrust_N,d3_soc_pct,d3_pos_err,d3_role,t0_x,t0_y,t0_z,t0_vx,t0_vy,t0_speed,t0_state,t0_is_spotted,t0_smoke_active,t1_x,t1_y,t1_z,t1_vx,t1_vy,t1_speed,t1_state,t1_is_spotted,t1_smoke_active,t2_x,t2_y,t2_z,t2_vx,t2_vy,t2_speed,t2_state,t2_is_spotted,t2_smoke_active
0.0,72.61,5,2.5,2.0,0,-7.999,7.999,1.5,0.099,-0.092,0.044,0.14,0.8639,0.136,0.3456,-0.3401,12.75,100.0,12.399,FLANKER,8.001,7.999,1.501,0.086,-0.111,0.113,0.18,0.8594,0.1273,0.2595,-0.4218,7.08,100.0,9.598,TRACKER,-7.999,-8.0,1.501,0.117,0.023,0.082,0.14,0.9527,-0.0282,0.288,0.0934,9.06,100.0,7.599,EXPLORER,-0.001,0.001,9.501,-0.061,0.062,0.089,0.12,0.3736,-0.1997,0.0827,0.902,10.71,100.0,3.844,RELAY,16.02,-8.037,0.3,2.011,-3.687,4.2,ACTIVE_EVASION,1,0,-21.979,10.025,0.3,2.094,2.513,3.27,PATROL,0,0,8.023,23.987,0.3,2.258,-1.29,2.6,PATROL,0,0
0.01,63.58,5,2.5,2.0,0,-7.997,7.997,1.501,0.198,-0.185,0.087,0.28,0.8631,0.1368,0.3475,-0.3399,12.75,100.0,12.397,FLANKER,8.003,7.997,1.503,0.171,-0.221,0.222,0.36,0.8583,0.129,0.2628,-0.4215,7.0,99.9,9.597,TRACKER,-7.996,-7.999,1.502,0.236,0.047,0.163,0.29,0.952,-0.0282,0.2905,0.0924,9.06,100.0,7.597,EXPLORER,-0.002,0.002,9.503,-0.13,0.13,0.173,0.25,0.3715,-0.223,0.0924,0.8965,10.71,100.0,4.398,RELAY,16.04,-8.074,0.3,2.017,-3.698,4.21,ACTIVE_EVASION,1,0,-21.958,10.05,0.3,2.096,2.515,3.27,PATROL,0,0,8.045,23.974,0.3,2.256,-1.289,2.6,PATROL,0,0
0.02,61.93,5,2.5,2.0,0,-7.994,7.994,1.503,0.298,-0.278,0.13,0.43,0.8623,0.1376,0.3493,-0.3397,12.75,100.0,12.396,FLANKER,8.005,7.993,1.507,0.257,-0.332,0.327,0.53,0.8572,0.1308,0.2661,-0.4211,6.92,99.9,9.595,TRACKER,-7.993,-7.999,1.505,0.355,0.07,0.243,0.44,0.9513,-0.0281,0.2932,0.0914,9.06,100.0,7.596,EXPLORER,-0.004,0.004,9.505,-0.198,0.199,0.256,0.38,0.3714,-0.2247,0.0931,0.896,10.71,100.0,4.396,RELAY,16.061,-8.111,0.3,2.023,-3.709,4.23,ACTIVE_EVASION,1,0,-21.937,10.075,0.3,2.097,2.517,3.28,PATROL,0,0,8.068,23.961,0.3,2.255,-1.289,2.6,PATROL,0,0
0.03,61.6,5,2.5,2.0,0,-7.99,7.991,1.504,0.399,-0.371,0.172,0.57,0.8615,0.1384,0.3512,-0.3395,12.75,100.0,12.394,FLANKER,8.009,7.989,1.511,0.342,-0.442,0.429,0.7,0.856,0.1325,0.2696,-0.4207,6.84,99.9,9.594,TRACKER,-7.988,-7.998,1.508,0.475,0.093,0.322,0.58,0.9505,-0.0281,0.296,0.0903,9.06,99.9,7.595,EXPLORER,-0.007,0.007,9.509,-0.268,0.268,0.339,0.51,0.3713,-0.2264,0.0938,0.8956,10.71,100.0,4.395,RELAY,16.081,-8.148,0.3,2.029,-3.72,4.24,ACTIVE_EVASION,1,0,-21.916,10.101,0.3,2.099,2.518,3.28,PATROL,0,0,8.09,23.948,0.3,2.254,-1.288,2.6,PATROL,0,0
0.04,61.54,5,2.5,2.0,0,-7.985,7.986,1.506,0.499,-0.465,0.214,0.71,0.8607,0.1392,0.353,-0.3393,12.75,100.0,12.393,FLANKER,8.013,7.983,1.516,0.428,-0.552,0.528,0.88,0.8548,0.1343,0.2731,-0.4203,6.76,99.8,9.592,TRACKER,-7.982,-7.997,1.512,0.596,0.116,0.401,0.73,0.9497,-0.028,0.2988,0.0893,9.06,99.9,7.593,EXPLORER,-0.01,0.01,9.513,-0.337,0.338,0.422,0.64,0.3712,-0.2281,0.0946,0.8951,10.71,99.9,4.394,RELAY,16.101,-8.185,0.3,2.035,-3.731,4.25,ACTIVE_EVASION,1,0,-21.895,10.126,0.3,2.1,2.52,3.28,PATROL,0,0,8.113,23.936,0.3,2.252,-1.287,2.59,PATROL,0,0
0.05,61.52,5,2.5,2.0,0,-7.979,7.98,1.509,0.6,-0.559,0.255,0.86,0.8599,0.14,0.3549,-0.3392,12.75,99.9,12.392,FLANKER,8.018,7.977,1.522,0.513,-0.663,0.623,1.04,0.8535,0.1362,0.2768,-0.4199,6.68,99.8,9.591,TRACKER,-7.975,-7.995,1.517,0.719,0.139,0.479,0.88,0.9489,-0.028,0.3018,0.0883,9.06,99.9,7.592,EXPLORER,-0.014,0.014,9.518,-0.407,0.408,0.504,0.77,0.3712,-0.2297,0.0953,0.8946,10.71,99.9,4.392,RELAY,16.122,-8.223,0.3,2.041,-3.742,4.26,ACTIVE_EVASION,1,0,-21.874,10.151,0.3,2.102,2.522,3.28,PATROL,0,0,8.135,23.923,0.3,2.251,-1.286,2.59,PATROL,0,0
0.06,61.52,5,2.5,2.0,0,-7.972,7.974,1.512,0.702,-0.654,0.295,1.0,0.8591,0.1408,0.3567,-0.339,12.75,99.9,12.39,FLANKER,8.024,7.969,1.53,0.598,-0.773,0.714,1.21,0.8522,0.1381,0.2805,-0.4195,6.6,99.8,9.589,TRACKER,-7.967,-7.993,1.522,0.843,0.162,0.556,1.02,0.948,-0.028,0.3049,0.0873,9.06,99.9,7.59,EXPLORER,-0.019,0.019,9.524,-0.478,0.479,0.586,0.9,0.3712,-0.2314,0.0961,0.8941,10.71,99.9,4.391,RELAY,16.142,-8.26,0.3,2.047,-3.753,4.28,ACTIVE_EVASION,1,0,-21.853,10.176,0.3,2.103,2.524,3.29,PATROL,0,0,8.158,23.91,0.3,2.249,-1.285,2.59,PATROL,0,0
0.07,61.52,5,2.5,2.0,0,-7.964,7.966,1.515,0.804,-0.749,0.335,1.15,0.8582,0.1416,0.3586,-0.3388,12.75,99.9,12.389,FLANKER,8.031,7.96,1.538,0.683,-0.884,0.802,1.37,0.8509,0.14,0.2843,-0.419,6.52,99.7,9.588,TRACKER,-7.957,-7.992,1.529,0.967,0.186,0.633,1.17,0.947,-0.0279,0.3081,0.0863,9.06,99.9,7.589,EXPLORER,-0.024,0.024,9.53,-0.549,0.551,0.668,1.02,0.3712,-0.2331,0.0968,0.8936,10.71,99.9,4.39,RELAY,16.163,-8.298,0.3,2.053,-3.764,4.29,ACTIVE_EVASION,1,0,-21.832,10.202,0.3,2.105,2.525,3.29,PATROL,0,0,8.18,23.897,0.3,2.248,-1.285,2.59,PATROL,0,0
0.08,61.47,5,2.5,2.0,0,-7.955,7.958,1.519,0.906,-0.845,0.374,1.29,0.8574,0.1424,0.3604,-0.3386,12.74,99.9,12.387,FLANKER,8.038,7.95,1.546,0.768,-0.994,0.886,1.54,0.8495,0.142,0.2882,-0.4185,6.44,99.7,9.586,TRACKER,-7.946,-7.99,1.536,1.093,0.208,0.708,1.32,0.946,-0.0278,0.3114,0.0852,9.06,99.9,7.588,EXPLORER,-0.03,0.031,9.538,-0.62,0.622,0.749,1.15,0.3712,-0.2348,0.0976,0.8931,10.71,99.9,4.389,RELAY,16.183,-8.336,0.3,2.059,-3.775,4.3,ACTIVE_EVASION,1,0,-21.811,10.227,0.3,2.106,2.527,3.29,PATROL,0,0,8.203,23.884,0.3,2.247,-1.284,2.59,PATROL,0,0
0.09,61.46,5,2.5,2.0,0,-7.945,7.949,1.523,1.008,-0.94,0.412,1.44,0.8566,0.1432,0.3622,-0.3384,12.68,99.9,12.386,FLANKER,8.047,7.939,1.556,0.853,-1.104,0.967,1.7,0.8481,0.1441,0.2921,-0.418,6.36,99.7,9.585,TRACKER,-7.934,-7.987,1.544,1.221,0.231,0.783,1.47,0.945,-0.0278,0.3148,0.0842,9.06,99.8,7.586,EXPLORER,-0.037,0.038,9.546,-0.692,0.695,0.83,1.28,0.3713,-0.2365,0.0984,0.8925,10.71,99.9,4.387,RELAY,16.204,-8.374,0.3,2.065,-3.786,4.31,ACTIVE_EVASION,1,0,-21.79,10.252,0.3,2.107,2.529,3.29,PATROL,0,0,8.225,23.871,0.3,2.245,-1.283,2.59,PATROL,0,0
0.1,61.46,5,2.5,2.0,0,-7.934,7.938,1.528,1.11,-1.035,0.448,1.58,0.8558,0.144,0.364,-0.3383,12.63,99.9,12.385,FLANKER,8.056,7.927,1.567,0.938,-1.214,1.044,1.86,0.8466,0.1461,0.2961,-0.4174,6.29,99.6,9.583,TRACKER,-7.92,-7.985,1.552,1.349,0.254,0.856,1.62,0.9439,-0.0277,0.3184,0.0832,9.06,99.8,7.585,EXPLORER,-0.045,0.045,9.555,-0.764,0.768,0.91,1.42,0.3714,-0.2381,0.0992,0.8919,10.71,99.9,4.386,RELAY,16.225,-8.412,0.3,2.071,-3.797,4.33,ACTIVE_EVASION,1,0,-21.769,10.277,0.3,2.109,2.53,3.29,PATROL,0,0,8.248,23.859,0.3,2.244,-1.282,2.58,PATROL,0,0
0.11,61.46,5,2.5,2.0,0,-7.922,7.927,1.532,1.212,-1.131,0.484,1.73,0.855,0.1447,0.3658,-0.3381,12.58,99.9,12.383,FLANKER,8.067,7.914,1.578,1.023,-1.324,1.117,2.01,0.845,0.1482,0.3002,-0.4169,6.21,99.6,9.582,TRACKER,-7.906,-7.982,1.562,1.479,0.277,0.929,1.77,0.9428,-0.0276,0.322,0.0821,9.06,99.8,7.583,EXPLORER,-0.053,0.054,9.565,-0.837,0.841,0.99,1.55,0.3715,-0.2398,0.1,0.8913,10.71,99.9,4.385,RELAY,16.245,-8.45,0.3,2.077,-3.808,4.34,ACTIVE_EVASION,1,0,-21.748,10.303,0.3,2.11,2.532,3.3,PATROL,0,0,8.27,23.846,0.3,2.242,-1.281,2.58,PATROL,0,0
0.12,61.46,5,2.5,2.0,0,-7.909,7.915,1.538,1.314,-1.226,0.518,1.87,0.8542,0.1455,0.3675,-0.3379,12.53,99.9,12.382,FLANKER,8.078,7.9,1.59,1.108,-1.434,1.187,2.17,0.8435,0.1504,0.3044,-0.4163,6.14,99.6,9.58,TRACKER,-7.889,-7.979,1.572,1.61,0.3,1.0,1.92,0.9415,-0.0276,0.3258,0.0811,9.06,99.8,7.582,EXPLORER,-0.063,0.063,9.576,-0.91,0.915,1.07,1.68,0.3717,-0.2415,0.1009,0.8907,10.71,99.8,4.383,RELAY,16.266,-8.488,0.3,2.083,-3.819,4.35,ACTIVE_EVASION,1,0,-21.727,10.328,0.3,2.111,2.534,3.3,PATROL,0,0,8.292,23.833,0.3,2.241,-1.28,2.58,PATROL,0,0
0.13,61.46,5,2.5,2.0,0,-7.894,7.901,1.543,1.415,-1.322,0.551,2.01,0.8534,0.1462,0.3692,-0.3378,12.48,99.9,12.38,FLANKER,8.09,7.884,1.602,1.192,-1.544,1.254,2.32,0.8419,0.1525,0.3086,-0.4157,6.06,99.6,9.579,TRACKER,-7.872,-7.976,1.582,1.743,0.323,1.07,2.07,0.9403,-0.0275,0.3297,0.0801,9.06,99.8,7.581,EXPLORER,-0.072,0.073,9.587,-0.983,0.99,1.149,1.81,0.3719,-0.2431,0.1018,0.8901,10.71,99.8,4.382,RELAY,16.287,-8.526,0.3,2.089,-3.829,4.36,ACTIVE_EVASION,1,0,-21.705,10.353,0.3,2.113,2.535,3.3,PATROL,0,0,8.315,23.82,0.3,2.239,-1.28,2.58,PATROL,0,0
0.14,61.46,5,2.5,2.0,0,-7.88,7.887,1.549,1.415,-1.415,0.625,2.1,0.7191,0.184,0.1662,-0.6492,12.75,99.9,6.783,EXPLORER,8.101,7.868,1.616,1.103,-1.611,1.385,2.39,0.3794,0.2173,0.0566,-0.8975,7.14,99.5,6.79,EXPLORER,-7.855,-7.972,1.594,1.732,0.405,1.171,2.13,0.6969,-0.1559,0.1195,0.6897,9.06,99.8,6.79,EXPLORER,-0.083,0.083,9.6,-1.057,1.065,1.228,1.94,0.3721,-0.2448,0.1026,0.8894,10.71,99.8,4.378,RELAY,16.308,-8.565,0.3,2.095,-3.84,4.37,ACTIVE_EVASION,0,0,-21.684,10.379,0.3,2.114,2.537,3.3,PATROL,0,0,8.337,23.807,0.3,2.238,-1.279,2.58,PATROL,0,0
0.15,58.55,5,2.5,2.0,0,-7.866,7.872,1.556,1.415,-1.51,0.699,2.18,0.7188,0.1855,0.1675,-0.6488,12.75,99.9,6.782,EXPLORER,8.111,7.851,1.631,1.013,-1.679,1.514,2.48,0.3793,0.2207,0.0576,-0.8967,7.14,99.5,6.789,EXPLORER,-7.837,-7.967,1.607,1.786,0.469,1.271,2.24,0.9067,-0.09,0.177,0.3722,9.06,99.7,6.78,EXPLORER,-0.094,0.095,9.613,-1.132,1.141,1.306,2.07,0.3723,-0.2468,0.1037,0.8887,10.71,99.8,4.367,RELAY,16.329,-8.603,0.3,2.1,-3.851,4.39,ACTIVE_EVASION,0,0,-21.663,10.404,0.3,2.115,2.538,3.3,PATROL,0,0,8.36,23.795,0.3,2.236,-1.278,2.58,PATROL,0,0
0.16,57.5,5,2.5,2.0,0,-7.852,7.856,1.564,1.415,-1.605,0.772,2.27,0.7184,0.187,0.1688,-0.6484,12.75,99.8,6.781,EXPLORER,8.12,7.834,1.648,0.921,-1.747,1.643,2.57,0.3792,0.2244,0.0585,-0.8958,7.14,99.5,6.787,EXPLORER,-7.819,-7.961,1.62,1.775,0.553,1.372,2.31,0.6966,-0.1598,0.1214,0.6888,9.06,99.7,6.788,EXPLORER,-0.106,0.107,9.627,-1.206,1.217,1.384,2.2,0.3725,-0.2488,0.1047,0.8879,10.71,99.8,4.355,RELAY,16.35,-8.642,0.3,2.106,-3.861,4.4,ACTIVE_EVASION,0,0,-21.642,10.43,0.3,2.116,2.54,3.31,PATROL,0,0,8.382,23.782,0.3,2.234,-1.277,2.57,PATROL,0,0
0.17,57.26,5,2.5,2.0,0,-7.838,7.839,1.573,1.414,-1.701,0.844,2.37,0.7181,0.1886,0.1702,-0.648,12.75,99.8,6.78,EXPLORER,8.128,7.816,1.665,0.828,-1.817,1.771,2.67,0.3791,0.2282,0.0596,-0.8948,7.14,99.4,6.786,EXPLORER,-7.801,-7.955,1.635,1.763,0.639,1.471,2.38,0.6964,-0.1616,0.1228,0.6884,9.06,99.7,6.787,EXPLORER,-0.119,0.12,9.641,-1.282,1.295,1.461,2.34,0.3726,-0.2508,0.1058,0.8872,10.71,99.8,4.343,RELAY,16.371,-8.68,0.3,2.112,-3.872,4.41,ACTIVE_EVASION,0,0,-21.621,10.455,0.3,2.118,2.541,3.31,PATROL,0,0,8.404,23.769,0.3,2.233,-1.276,2.57,PATROL,0,0
0.18,57.21,5,2.5,2.0,0,-7.824,7.821,1.582,1.414,-1.797,0.917,2.46,0.7177,0.1902,0.1716,-0.6475,12.75,99.8,6.779,EXPLORER,8.136,7.797,1.684,0.734,-1.888,1.898,2.78,0.3789,0.2322,0.0607,-0.8938,7.14,99.4,6.784,EXPLORER,-7.784,-7.948,1.651,1.752,0.725,1.57,2.46,0.6961,-0.1635,0.1243,0.688,9.06,99.7,6.785,EXPLORER,-0.133,0.134,9.657,-1.357,1.372,1.538,2.47,0.3727,-0.2529,0.1068,0.8864,10.71,99.8,4.33,RELAY,16.392,-8.719,0.3,2.117,-3.882,4.42,ACTIVE_EVASION,0,0,-21.6,10.48,0.3,2.119,2.543,3.31,PATROL,0,0,8.427,23.756,0.3,2.231,-1.275,2.57,PATROL,0,0
0.19,57.2,5,2.5,2.0,0,-7.809,7.802,1.592,1.414,-1.894,0.988,2.56,0.7173,0.1918,0.173,-0.6471,12.75,99.8,6.778,EXPLORER,8.142,7.777,1.704,0.638,-1.96,2.023,2.89,0.3788,0.2365,0.0618,-0.8926,7.14,99.4,6.783,EXPLORER,-7.766,-7.94,1.667,1.74,0.812,1.669,2.54,0.6958,-0.1654,0.1258,0.6875,9.06,99.7,6.784,EXPLORER,-0.147,0.148,9.673,-1.433,1.451,1.614,2.6,0.3727,-0.255,0.1079,0.8857,10.71,99.8,4.316,RELAY,16.414,-8.758,0.3,2.123,-3.892,4.43,ACTIVE_EVASION,0,0,-21.578,10.506,0.3,2.12,2.544,3.31,PATROL,0,0,8.449,23.744,0.3,2.229,-1.274,2.57,PATROL,0,0
0.2,57.14,5,2.5,2.0,0,-7.795,7.782,1.602,1.414,-1.992,1.06,2.66,0.7169,0.1935,0.1745,-0.6466,12.75,99.8,6.777,EXPLORER,8.147,7.757,1.726,0.54,-2.034,2.147,3.01,0.3786,0.241,0.063,-0.8914,7.14,99.3,6.781,EXPLORER,-7.749,-7.931,1.685,1.728,0.9,1.767,2.63,0.6955,-0.1675,0.1275,0.687,9.06,99.7,6.783,EXPLORER,-0.162,0.163,9.69,-1.51,1.53,1.689,2.73,0.3728,-0.2571,0.1089,0.8849,10.71,99.7,4.302,RELAY,16.435,-8.797,0.3,2.129,-3.903,4.45,ACTIVE_EVASION,0,0,-21.557,10.531,0.3,2.121,2.545,3.31,PATROL,0,0,8.471,23.731,0.3,2.228,-1.273,2.57,PATROL,0,0
0.21,57.13,5,2.5,2.0,0,-7.781,7.761,1.614,1.413,-2.091,1.13,2.77,0.7165,0.1952,0.176,-0.6462,12.75,99.8,6.775,EXPLORER,8.152,7.736,1.749,0.441,-2.108,2.27,3.13,0.3785,0.2457,0.0643,-0.8901,7.14,99.3,6.779,EXPLORER,-7.732,-7.921,1.704,1.717,0.989,1.865,2.72,0.6952,-0.1696,0.1292,0.6865,9.06,99.6,6.782,EXPLORER,-0.178,0.179,9.707,-1.587,1.61,1.764,2.87,0.3727,-0.2593,0.11,0.8842,10.71,99.7,4.287,RELAY,16.456,-8.836,0.3,2.134,-3.913,4.46,ACTIVE_EVASION,0,0,-21.536,10.557,0.3,2.122,2.547,3.32,PATROL,0,0,8.493,23.718,0.3,2.226,-1.272,2.56,PATROL,0,0
0.22,57.1,5,2.5,2.0,0,-7.767,7.74,1.626,1.413,-2.191,1.201,2.87,0.7161,0.197,0.1776,-0.6457,12.75,99.8,6.774,EXPLORER,8.155,7.714,1.773,0.339,-2.184,2.391,3.26,0.3783,0.2508,0.0657,-0.8886,7.14,99.2,6.778,EXPLORER,-7.715,-7.91,1.723,1.705,1.08,1.962,2.81,0.6949,-0.1718,0.1309,0.6859,9.06,99.6,6.78,EXPLORER,-0.195,0.196,9.726,-1.665,1.69,1.838,3.0,0.3727,-0.2615,0.1111,0.8834,10.71,99.7,4.271,RELAY,16.478,-8.876,0.3,2.14,-3.923,4.47,ACTIVE_EVASION,0,0,-21.515,10.582,0.3,2.123,2.548,3.32,PATROL,0,0,8.516,23.705,0.3,2.224,-1.271,2.56,PATROL,0,0
0.23,57.09,5,2.5,2.0,0,-7.753,7.717,1.638,1.413,-2.291,1.27,2.98,0.7156,0.1989,0.1792,-0.6452,12.75,99.8,6.773,EXPLORER,8.158,7.691,1.798,0.236,-2.262,2.511,3.39,0.3781,0.2561,0.0671,-0.8871,7.14,99.2,6.776,EXPLORER,-7.698,-7.898,1.744,1.693,1.171,2.059,2.91,0.6945,-0.1742,0.1328,0.6853,9.06,99.6,6.779,EXPLORER,-0.212,0.214,9.745,-1.743,1.772,1.912,3.14,0.3725,-0.2637,0.1121,0.8827,10.71,99.7,4.255,RELAY,16.499,-8.915,0.3,2.145,-3.933,4.48,ACTIVE_EVASION,0,0,-21.494,10.608,0.3,2.125,2.549,3.32,PATROL,0,0,8.538,23.693,0.3,2.223,-1.27,2.56,PATROL,0,0
0.24,57.09,5,2.5,2.0,0,-7.739,7.693,1.652,1.412,-2.392,1.339,3.08,0.7151,0.2008,0.1808,-0.6447,12.75,99.8,6.772,EXPLORER,8.159,7.668,1.824,0.131,-2.341,2.629,3.52,0.3779,0.2618,0.0686,-0.8854,7.14,99.2,6.775,EXPLORER,-7.681,-7.886,1.766,1.68,1.264,2.155,3.01,0.6941,-0.1766,0.1347,0.6847,9.06,99.6,6.778,EXPLORER,-0.23,0.233,9.765,-1.822,1.853,1.985,3.27,0.3724,-0.2659,0.1132,0.8819,10.71,99.7,4.237,RELAY,16.521,-8.954,0.3,2.15,-3.943,4.49,ACTIVE_EVASION,0,0,-21.472,10.633,0.3,2.126,2.551,3.32,PATROL,0,0,8.56,23.68,0.3,2.221,-1.269,2.56,PATROL,0,0
0.25,57.01,5,2.5,2.0,0,-7.725,7.668,1.666,1.412,-2.494,1.408,3.19,0.7146,0.2027,0.1825,-0.6441,12.75,99.8,6.771,EXPLORER,8.159,7.644,1.851,0.025,-2.422,2.745,3.66,0.3777,0.2664,0.0698,-0.884,7.14,99.1,6.773,EXPLORER,-7.665,-7.872,1.788,1.668,1.358,2.25,3.11,0.6937,-0.1792,0.1368,0.684,9.06,99.6,6.777,EXPLORER,-0.249,0.252,9.785,-1.902,1.936,2.058,3.41,0.3722,-0.2682,0.1142,0.8812,10.71,99.7,4.219,RELAY,16.542,-8.994,0.3,2.156,-3.952,4.5,ACTIVE_EVASION,0,0,-21.451,10.659,0.3,2.127,2.552,3.32,PATROL,0,0,8.582,23.667,0.3,2.219,-1.268,2.56,PATROL,0,0
0.26,57.0,5,2.5,2.0,0,-7.711,7.642,1.68,1.411,-2.597,1.476,3.3,0.7141,0.2047,0.1842,-0.6436,12.75,99.7,6.769,EXPLORER,8.158,7.619,1.88,-0.084,-2.503,2.861,3.8,0.3775,0.271,0.071,-0.8826,7.14,99.1,6.772,EXPLORER,-7.648,-7.858,1.812,1.656,1.453,2.344,3.22,0.6933,-0.1819,0.1389,0.6833,9.06,99.6,6.775,EXPLORER,-0.269,0.272,9.806,-1.982,2.019,2.129,3.54,0.3719,-0.2705,0.1151,0.8805,10.71,99.7,4.2,RELAY,16.564,-9.033,0.3,2.161,-3.962,4.51,ACTIVE_EVASION,0,0,-21.43,10.684,0.3,2.128,2.553,3.32,PATROL,0,0,8.604,23.655,0.3,2.217,-1.267,2.55,PATROL,0,0
0.27,56.92,5,2.5,2.0,0,-7.696,7.615,1.696,1.411,-2.701,1.543,3.42,0.7136,0.2068,0.186,-0.643,12.75,99.7,6.768,EXPLORER,8.156,7.593,1.91,-0.193,-2.586,2.974,3.95,0.3774,0.2758,0.0722,-0.8811,7.14,99.1,6.77,EXPLORER,-7.632,-7.842,1.836,1.643,1.55,2.438,3.32,0.6929,-0.1843,0.1409,0.6827,9.06,99.5,6.774,EXPLORER,-0.29,0.293,9.828,-2.062,2.102,2.201,3.68,0.3715,-0.2728,0.1161,0.8798,10.71,99.7,4.179,RELAY,16.585,-9.073,0.3,2.166,-3.972,4.52,ACTIVE_EVASION,0,0,-21.408,10.71,0.3,2.129,2.554,3.33,PATROL,0,0,8.627,23.642,0.3,2.215,-1.266,2.55,PATROL,0,0
0.28,56.91,5,2.5,2.0,0,-7.682,7.587,1.712,1.411,-2.806,1.61,3.53,0.713,0.2089,0.1878,-0.6424,12.75,99.7,6.767,EXPLORER,8.153,7.566,1.941,-0.304,-2.669,3.083,4.09,0.3772,0.2808,0.0735,-0.8795,7.06,99.0,6.768,EXPLORER,-7.615,-7.826,1.861,1.63,1.648,2.531,3.43,0.6926,-0.1865,0.1426,0.6821,9.06,99.5,6.773,EXPLORER,-0.311,0.315,9.851,-2.143,2.187,2.271,3.81,0.3711,-0.2751,0.117,0.8792,10.71,99.6,4.157,RELAY,16.607,-9.113,0.3,2.171,-3.981,4.53,ACTIVE_EVASION,0,0,-21.387,10.735,0.3,2.13,2.556,3.33,PATROL,0,0,8.649,23.629,0.3,2.214,-1.265,2.55,PATROL,0,0
0.29,56.88,5,2.5,2.0,0,-7.668,7.558,1.729,1.41,-2.911,1.676,3.64,0.7125,0.2111,0.1897,-0.6418,12.75,99.7,6.766,EXPLORER,8.149,7.538,1.972,-0.414,-2.753,3.188,4.23,0.377,0.2859,0.0748,-0.8778,6.94,99.0,6.767,EXPLORER,-7.599,-7.808,1.887,1.617,1.746,2.624,3.54,0.6922,-0.1888,0.1443,0.6814,9.06,99.5,6.772,EXPLORER,-0.333,0.338,9.875,-2.225,2.271,2.341,3.95,0.3706,-0.2774,0.1177,0.8785,10.71,99.6,4.134,RELAY,16.629,-9.153,0.3,2.177,-3.99,4.55,ACTIVE_EVASION,0,0,-21.366,10.761,0.3,2.131,2.557,3.33,PATROL,0,0,8.671,23.617,0.3,2.212,-1.264,2.55,PATROL,0,0
0.3,56.85,5,2.5,2.0,0,-7.654,7.527,1.746,1.41,-3.018,1.741,3.76,0.7119,0.2134,0.1916,-0.6411,12.75,99.7,6.765,EXPLORER,8.144,7.51,2.005,-0.524,-2.836,3.287,4.37,0.3768,0.2911,0.0761,-0.8761,6.83,99.0,6.765,EXPLORER,-7.583,-7.79,1.915,1.605,1.846,2.716,3.65,0.6918,-0.1911,0.1461,0.6808,9.06,99.5,6.77,EXPLORER,-0.357,0.361,9.899,-2.307,2.356,2.41,4.08,0.3701,-0.2797,0.1184,0.8779,10.71,99.6,4.109,RELAY,16.651,-9.193,0.3,2.182,-3.999,4.56,ACTIVE_EVASION,0,0,-21.345,10.787,0.3,2.132,2.558,3.33,PATROL,0,0,8.693,23.604,0.3,2.21,-1.263,2.55,PATROL,0,0
0.31,56.82,5,2.5,2.0,0,-7.64,7.496,1.764,1.409,-3.125,1.806,3.88,0.7113,0.2157,0.1937,-0.6404,12.75,99.7,6.763,EXPLORER,8.138,7.481,2.039,-0.633,-2.918,3.381,4.51,0.3766,0.2964,0.0775,-0.8743,6.72,98.9,6.764,EXPLORER,-7.567,-7.77,1.943,1.591,1.947,2.807,3.77,0.6914,-0.1935,0.148,0.6801,9.06,99.5,6.769,EXPLORER,-0.38,0.386,9.923,-2.39,2.442,2.479,4.22,0.3694,-0.282,0.119,0.8774,10.71,99.6,4.082,RELAY,16.673,-9.233,0.3,2.186,-4.009,4.57,ACTIVE_EVASION,0,0,-21.323,10.812,0.3,2.133,2.559,3.33,PATROL,0,0,8.715,23.591,0.3,2.208,-1.262,2.54,PATROL,0,0
0.32,56.95,5,2.5,2.0,0,-7.626,7.464,1.783,1.409,-3.234,1.87,3.99,0.7106,0.2182,0.1958,-0.6396,12.75,99.7,6.762,EXPLORER,8.13,7.451,2.074,-0.743,-3.001,3.471,4.65,0.3764,0.3017,0.0788,-0.8724,6.61,98.9,6.762,EXPLORER,-7.551,-7.75,1.972,1.578,2.049,2.898,3.88,0.691,-0.1959,0.1499,0.6794,9.06,99.5,6.768,EXPLORER,-0.405,0.411,9.949,-2.474,2.528,2.547,4.36,0.3686,-0.2842,0.1194,0.877,10.71,99.6,4.052,RELAY,16.694,-9.273,0.3,2.191,-4.017,4.58,ACTIVE_EVASION,0,0,-21.302,10.838,0.3,2.133,2.56,3.33,PATROL,0,0,8.737,23.579,0.3,2.206,-1.261,2.54,PATROL,0,0
